"microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species"
"Mycoplasma.capricolum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma capricolum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma capricolum"
"Mycoplasma.citelli","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma citelli","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma citelli"
"Mycoplasma.cloacale","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma cloacale","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma cloacale"
"Mycoplasma.columbinasale","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma columbinasale","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma columbinasale"
"Mycoplasma.columbinum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma columbinum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma columbinum"
"Mycoplasma.columborale","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma columborale","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma columborale"
"Mycoplasma.conjunctivae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma conjunctivae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma conjunctivae"
"Mycoplasma.crocodyli","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma crocodyli","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma crocodyli"
"Mycoplasma.cynos","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma cynos","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma cynos"
"Mycoplasma.dispar","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma dispar","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma dispar"
"Mycoplasma.edwardii","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma edwardii","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma edwardii"
"Mycoplasma.flocculare","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma flocculare","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma flocculare"
"Mycoplasma.gallinaceum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma gallinaceum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma gallinaceum"
"Mycoplasma.gallisepticum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma gallisepticum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma gallisepticum"
"Mycoplasma.gallopavonis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma gallopavonis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma gallopavonis"
"Mycoplasma.genitalium","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma genitalium","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma genitalium"
"Mycoplasma.glycophilum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma glycophilum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma glycophilum"
"Mycoplasma.haemocanis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma haemocanis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma haemocanis"
"Mycoplasma.haemofelis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma haemofelis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma haemofelis"
"Mycoplasma.hominis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma hominis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma hominis"
"Mycoplasma.hyopneumoniae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma hyopneumoniae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma hyopneumoniae"
"Mycoplasma.hyorhinis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma hyorhinis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma hyorhinis"
"Mycoplasma.hyosynoviae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma hyosynoviae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma hyosynoviae"
"Mycoplasma.iowae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma iowae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma iowae"
"Mycoplasma.maculosum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma maculosum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma maculosum"
"Mycoplasma.meleagridis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma meleagridis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma meleagridis"
"Mycoplasma.mobile","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma mobile","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma mobile"
"Mycoplasma.mycoides","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma mycoides","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma mycoides"
"Mycoplasma.nasistruthionis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma nasistruthionis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma nasistruthionis"
"Mycoplasma.neurolyticum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma neurolyticum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma neurolyticum"
"Mycoplasma.orale","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma orale","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma orale"
"Mycoplasma.ovipneumoniae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma ovipneumoniae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma ovipneumoniae"
"Mycoplasma.parvum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma parvum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma parvum"
"Mycoplasma.penetrans","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma penetrans","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma penetrans"
"Mycoplasma.phocicerebrale","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma phocicerebrale","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma phocicerebrale"
"Mycoplasma.phocidae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma phocidae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma phocidae"
"Mycoplasma.phocirhinis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma phocirhinis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma phocirhinis"
"Mycoplasma.pneumoniae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma pneumoniae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma pneumoniae"
"Mycoplasma.pullorum","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma pullorum","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma pullorum"
"Mycoplasma.pulmonis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma pulmonis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma pulmonis"
"Mycoplasma.putrefaciens","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma putrefaciens","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma putrefaciens"
"Mycoplasma.salivarium","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma salivarium","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma salivarium"
"Mycoplasma.sp...ex.Biomphalaria.glabrata.","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma sp. (ex Biomphalaria glabrata)","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma sp. (ex Biomphalaria glabrata)"
"Mycoplasma.struthionis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma struthionis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma struthionis"
"Mycoplasma.suis","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma suis","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma suis"
"Mycoplasma.synoviae","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma synoviae","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma synoviae"
"Mycoplasma.wenyonii","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma wenyonii","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma wenyonii"
"Mycoplasma.yeatsii","d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma yeatsii","d__Bacteria","k__unclassified-p__Tenericutes","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma yeatsii"
"Myroides.odoratimimus","d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides odoratimimus","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Myroides","s__Myroides odoratimimus"
"Myroides.odoratus","d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides odoratus","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Myroides","s__Myroides odoratus"
"Myroides.profundi","d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides profundi","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Myroides","s__Myroides profundi"
"Myroides.sp..A21","d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides sp. A21","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Myroides","s__Myroides sp. A21"
"Myroides.sp..ZB35","d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides sp. ZB35","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Myroides","s__Myroides sp. ZB35"
"Mythimna.unipuncta.granulovirus.A","d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Mythimna unipuncta granulovirus A","d__Viruses","k__unclassified-f__Baculoviridae","p__unclassified-f__Baculoviridae","c__unclassified-f__Baculoviridae","o__unclassified-f__Baculoviridae","f__Baculoviridae","g__Betabaculovirus","s__Mythimna unipuncta granulovirus A"
"Mythimna.unipuncta.granulovirus.B","d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Mythimna unipuncta granulovirus B","d__Viruses","k__unclassified-f__Baculoviridae","p__unclassified-f__Baculoviridae","c__unclassified-f__Baculoviridae","o__unclassified-f__Baculoviridae","f__Baculoviridae","g__Betabaculovirus","s__Mythimna unipuncta granulovirus B"
"Myxococcus.hansupus","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus|s__Myxococcus hansupus","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Myxococcaceae","g__Myxococcus","s__Myxococcus hansupus"
"Myxococcus.macrosporus","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus|s__Myxococcus macrosporus","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Myxococcaceae","g__Myxococcus","s__Myxococcus macrosporus"
"Myxococcus.stipitatus","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus|s__Myxococcus stipitatus","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Myxococcaceae","g__Myxococcus","s__Myxococcus stipitatus"
"Myxococcus.xanthus","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus|s__Myxococcus xanthus","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Myxococcaceae","g__Myxococcus","s__Myxococcus xanthus"
"Nairobi.sheep.disease.orthonairovirus","d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Nairoviridae|g__Orthonairovirus|s__Nairobi sheep disease orthonairovirus","d__Viruses","k__unclassified-p__Negarnaviricota","p__Negarnaviricota","c__Ellioviricetes","o__Bunyavirales","f__Nairoviridae","g__Orthonairovirus","s__Nairobi sheep disease orthonairovirus"
"Nakamurella.multipartita","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Nakamurellales|f__Nakamurellaceae|g__Nakamurella|s__Nakamurella multipartita","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Nakamurellales","f__Nakamurellaceae","g__Nakamurella","s__Nakamurella multipartita"
"Nakamurella.panacisegetis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Nakamurellales|f__Nakamurellaceae|g__Nakamurella|s__Nakamurella panacisegetis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Nakamurellales","f__Nakamurellaceae","g__Nakamurella","s__Nakamurella panacisegetis"
"Nakamurella.sp..s14.144","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Nakamurellales|f__Nakamurellaceae|g__Nakamurella|s__Nakamurella sp. s14-144","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Nakamurellales","f__Nakamurellaceae","g__Nakamurella","s__Nakamurella sp. s14-144"
