"microbe","PreNorm.sig","PreNorm.dir","Norm.sig","Norm.dir","consistentEffect"
"s__Sphingomonas wittichii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas xanthus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingorhabdus lacus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingosinithalassobacter sp. CS137","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingosinithalassobacter sp. zrk23","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sporisorium graminicola","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Staphylococcus argenteus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Staphylococcus arlettae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus aureus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Staphylococcus auricularis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus capitis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus caprae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus cohnii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus epidermidis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Staphylococcus felis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Staphylococcus haemolyticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus hominis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus lugdunensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus nepalensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus pasteuri","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus pettenkoferi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus pseudintermedius","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus saccharolyticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus saprophyticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus sp. 11-B-312","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Staphylococcus virus Andhra","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Staphylococcus virus CSA13","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Staphylococcus warneri","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas maltophilia","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Stenotrophomonas rhizophila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Stenotrophomonas sp. 364","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. ASS1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. DR822","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. ESTM1D_MKCIP4_1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. G4","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. NA06056","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. WZN-1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. ZAC14A_NAIMI4_1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Stenotrophomonas sp. ZAC14D2_NAIMI4_6","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Steroidobacter denitrificans","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Stigmatella aurantiaca","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus anginosus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus australis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptococcus canis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus chenjunshii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus constellatus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus cristatus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus dysgalactiae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus equi","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus gordonii","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptococcus gwangjuense","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptococcus ilei","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus lactarius","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus lutetiensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus mitis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptococcus mutans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus oralis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptococcus parasanguinis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus periodonticum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus pneumoniae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus porcinus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus pseudopneumoniae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus pyogenes","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus ratti","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus ruminantium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus salivarius","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptococcus sanguinis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus sobrinus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus sp. 116-D4","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus sp. A12","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus sp. HKU75","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus sp. HSISM1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus sp. KS 6","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptococcus sp. oral taxon 431","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptococcus thermophilus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptococcus urinalis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces alboflavus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces alfalfae","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptomyces cacaoi","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces ferrugineus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces galilaeus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptomyces griseorubiginosus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptomyces griseoviridis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces hawaiiensis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptomyces incarnatus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptomyces lavendulae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces liangshanensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces lydicus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptomyces murinus","TRUE","enrichedFF","TRUE","enrichedFF",TRUE
"s__Streptomyces nojiriensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces olivoreticuli","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces paludis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Streptomyces prasinus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces rimosus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces rutgersensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces sp. CdTB01","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces sp. jing01","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces sp. Tu6071","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces sp. ZYC-3","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces tsukubensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Streptomyces tuirus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Streptomyces venezuelae","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Streptosporangium sp. 'caverna'","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sugiyamaella lignohabitans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sulfuricurvum kujiense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sutterella megalosphaeroides","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sutterella wadsworthensis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Swingsia sp. F3b2","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Symbiobacterium thermophilum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Symmachiella dynata","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Synechococcus sp. CBW1004","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Synechococcus sp. CC9902","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Synechococcus sp. JA-2-3B'a(2-13)","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Synechococcus sp. PCC 6312","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Synechococcus sp. PCC 7336","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Synechococcus sp. PCC 7502","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Synechococcus sp. RSCCF101","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Tannerella sp. oral taxon HOT-286","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Tardiphaga robiniae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Tatlockia micdadei","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Tenacibaculum dicentrarchi","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Tenacibaculum mesophilum","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Tenuifilum thalassicum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Tepidiforma bonchosmolovskayae","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Terricaulis silvestris","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Terriglobus albidus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Tessaracoccus timonensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Tetrapisispora blattae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Thalassoglobus polymorphus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Theileria equi","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Thermogutta terrifontis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Thermothelomyces thermophilus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Thermothielavioides terrestris","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Thiohalobacter thiocyanaticus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Toxoplasma gondii","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Treponema denticola","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Treponema socranskii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Treponema sp. Marseille-Q4132","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Truepera radiovictrix","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Trypanosoma brucei","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Tsukamurella tyrosinosolvens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Turneriella parva","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__uncultured crAssphage","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Urechidicola croceus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Ustilaginoidea virens","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Ustilago maydis","TRUE","enrichedFF","TRUE","enrichedFF",TRUE
"s__Veillonella atypica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Veillonella parvula","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Vibrio anguillarum","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Vibrio phage ValB1MD-2","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Vibrio tritonius","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Vitreoscilla filiformis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Waddlia chondrophila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Weissella ceti","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Weissella diestrammenae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Weissella hellenica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Weissella jogaejeotgali","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Weissella paramesenteroides","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Weizmannia coagulans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Yarrowia lipolytica","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Yersinia canariae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Yersinia pestis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Yimella sp. cx-51","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Zygosaccharomyces rouxii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Zygotorulaspora mrakii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
