"gene","n","rank"
"TRIM69",115,5465
"TWSG1",115,5466
"UQCRHL",115,5467
"VAV1",115,5468
"XIRP1",115,5469
"ZNF182",115,5470
"ZNF554",115,5471
"AADAT",114,5472
"ABI3",114,5473
"ABI3BP",114,5474
"ALOX12",114,5475
"AMZ1",114,5476
"ANKK1",114,5477
"ARX",114,5478
"ASB13",114,5479
"ASPHD1",114,5480
"B3GALT1",114,5481
"BTNL9",114,5482
"BUB1B",114,5483
"C10orf90",114,5484
"C8orf48",114,5485
"CAMK1D",114,5486
"CCDC154",114,5487
"CCDC78",114,5488
"CCDC89",114,5489
"CCL3",114,5490
"CCL5",114,5491
"CD83",114,5492
"CDH16",114,5493
"CDK5R2",114,5494
"CDKN2AIPNL",114,5495
"CDYL2",114,5496
"CEP55",114,5497
"CHRAC1",114,5498
"CHRNB2",114,5499
"CITED4",114,5500
"CLC",114,5501
"CMKLR1",114,5502
"CPPED1",114,5503
"CXCR2",114,5504
"DDX25",114,5505
"DLL1",114,5506
"DRP2",114,5507
"DSEL",114,5508
"DSG2",114,5509
"E2F7",114,5510
"EDN1",114,5511
"ELN",114,5512
"EME2",114,5513
"FAM13C",114,5514
"FANCB",114,5515
"FAT2",114,5516
"FGFRL1",114,5517
"FGR",114,5518
"FOLR2",114,5519
"FRAT2",114,5520
"FRMD6-AS1",114,5521
"GGT7",114,5522
"GNAZ",114,5523
"GNG7",114,5524
"GPR141",114,5525
"GPR65",114,5526
"GRK4",114,5527
"HAPLN3",114,5528
"HBEGF",114,5529
"HHATL",114,5530
"HOXB-AS3",114,5531
"HSPA1L",114,5532
"ICAM1",114,5533
"ICAM2",114,5534
"IGLON5",114,5535
"IL3RA",114,5536
"ITGA8",114,5537
"ITPRIP",114,5538
"KAT2B",114,5539
"KCNRG",114,5540
"KIR2DL4",114,5541
"LAMB4",114,5542
"LCA5L",114,5543
"LCTL",114,5544
"LEF1",114,5545
"LGALS3BP",114,5546
"LIN9",114,5547
"LPAR5",114,5548
"LRRC6",114,5549
"MANEA",114,5550
"MAP4K1",114,5551
"MEIS1",114,5552
"MGLL",114,5553
"MYPOP",114,5554
"NCF1C",114,5555
"NEIL1",114,5556
"NLGN4X",114,5557
"NRG4",114,5558
"OAS2",114,5559
"PAGE2B",114,5560
"PARVB",114,5561
"PCSK5",114,5562
"PHLDA3",114,5563
"PLN",114,5564
"POU5F1P3",114,5565
"PPFIA4",114,5566
"RBM20",114,5567
"RFPL4A",114,5568
"RNF165",114,5569
"ROBO3",114,5570
"RPS6KA6",114,5571
"RSPH1",114,5572
"RTN2",114,5573
"RYR3",114,5574
"SCRN1",114,5575
"SDR42E1",114,5576
"SF3B5",114,5577
"SLC45A1",114,5578
"SNORA66",114,5579
"SNORD51",114,5580
"SPATA18",114,5581
"SPDYA",114,5582
"TAC4",114,5583
"TCEAL6",114,5584
"TIMP3",114,5585
"TMC1",114,5586
"TMEM164",114,5587
"TMEM169",114,5588
"TMEM54",114,5589
"TMIGD2",114,5590
"TNFRSF17",114,5591
"TNXB",114,5592
"TRAM1L1",114,5593
"TRIM67",114,5594
"TRIM7",114,5595
"TSPAN15",114,5596
"UGT1A1",114,5597
"UNC93B1",114,5598
"VNN3",114,5599
"ZBTB12",114,5600
"ZNF423",114,5601
"ZNF512B",114,5602
"ZNF771",114,5603
"ZSCAN23",114,5604
"ABAT",113,5605
"ACAT2",113,5606
"ACTN3",113,5607
"AMOTL1",113,5608
"ANGPTL5",113,5609
"AQP5",113,5610
"ATCAY",113,5611
"ATL1",113,5612
"ATP9A",113,5613
"BARX1",113,5614
"BRCA2",113,5615
"C1orf56",113,5616
"C22orf46",113,5617
"C2CD4C",113,5618
"C2CD4D",113,5619
"C2orf15",113,5620
"C5orf38",113,5621
"C7orf31",113,5622
"CABYR",113,5623
"CD320",113,5624
"CD3EAP",113,5625
"CD82",113,5626
"CDR2L",113,5627
"CENPN",113,5628
"CEP19",113,5629
"CHRM2",113,5630
"CHRNG",113,5631
"CHSY3",113,5632
"CLDN16",113,5633
"CLEC2D",113,5634
"COPZ2",113,5635
"CPNE8",113,5636
"CTF1",113,5637
"CYP46A1",113,5638
"DENND1C",113,5639
"DGAT1",113,5640
"DLEU1",113,5641
"DNAH12",113,5642
"DNAJB5",113,5643
"DPY19L2P3",113,5644
"DUSP28",113,5645
"DUSP8",113,5646
"EMP2",113,5647
"ESPL1",113,5648
"F13A1",113,5649
"FAM135B",113,5650
"FAM166A",113,5651
"FAM184B",113,5652
"FBXL19-AS1",113,5653
"FBXO5",113,5654
"FES",113,5655
"FKRP",113,5656
"GCNT4",113,5657
"GDF7",113,5658
"GK",113,5659
"GKAP1",113,5660
"GLT1D1",113,5661
"GLTPD2",113,5662
"GPR161",113,5663
"GPR52",113,5664
"GPX3",113,5665
"GRPR",113,5666
"HELB",113,5667
"HEPH",113,5668
"HHIPL2",113,5669
"HNRNPD",113,5670
"HOXB13",113,5671
"IER3",113,5672
"IGFBP4",113,5673
"IL32",113,5674
"IRF7",113,5675
"KISS1",113,5676
"LBR",113,5677
"LOC100506388",113,5678
"LPAR1",113,5679
"LPXN",113,5680
"LRP2BP",113,5681
"MAB21L2",113,5682
"MARCKSL1",113,5683
"MCTP2",113,5684
"MEOX1",113,5685
"MX1",113,5686
"MYOZ2",113,5687
"NANOS1",113,5688
"NCR3",113,5689
"NDUFS7",113,5690
"NEU4",113,5691
"NFATC2",113,5692
"NID1",113,5693
"NR6A1",113,5694
"OBSCN",113,5695
"ODAM",113,5696
"ORC6",113,5697
"OXGR1",113,5698
"PARD6G",113,5699
"PBLD",113,5700
"PIGW",113,5701
"PLA2G4F",113,5702
"PLXDC2",113,5703
"PMP2",113,5704
"POLR3G",113,5705
"POU2F2",113,5706
"PPP1R14A",113,5707
"PRKCG",113,5708
"PRSS16",113,5709
"PSMB9",113,5710
"RASL12",113,5711
"REM2",113,5712
"RETNLB",113,5713
"RGL1",113,5714
"RGS16",113,5715
"S100A10",113,5716
"SCAND1",113,5717
"SERP2",113,5718
"SERPINB1",113,5719
"SERTAD1",113,5720
"SHISA4",113,5721
"SIRPB1",113,5722
"SLC17A4",113,5723
"SLC22A16",113,5724
"SLC39A14",113,5725
"SLCO1B7",113,5726
"SNAI2",113,5727
"SNORA36C",113,5728
"SNORD116-11",113,5729
"SNORD53",113,5730
"SNX5",113,5731
"SOX18",113,5732
"ST6GALNAC4",113,5733
"SWSAP1",113,5734
"TBX2",113,5735
"TFEB",113,5736
"THBD",113,5737
"TMED1",113,5738
"TMEM79",113,5739
"TP53INP1",113,5740
"TSKU",113,5741
"TULP1",113,5742
"WDR31",113,5743
"ZNF395",113,5744
"ZNF519",113,5745
"ZNF837",113,5746
"AATK",112,5747
"ACTR3C",112,5748
"ADAM19",112,5749
"AK2",112,5750
"AKR7L",112,5751
"ALDOC",112,5752
"ANKRD55",112,5753
"APOE",112,5754
"APOL6",112,5755
"ARG2",112,5756
"ARHGAP6",112,5757
"AS3MT",112,5758
"ATP10B",112,5759
"BMF",112,5760
"BPIFA1",112,5761
"C11orf95",112,5762
"C20orf27",112,5763
"C21orf91",112,5764
"C9orf131",112,5765
"CALB1",112,5766
"CBX7",112,5767
"CCDC30",112,5768
"CCL28",112,5769
"CDCP1",112,5770
"CDH24",112,5771
"CDK11A",112,5772
"CDKN2B",112,5773
"CHEK1",112,5774
"CHML",112,5775
"CLEC4E",112,5776
"CRYBB3",112,5777
"DDR2",112,5778
"DENND2D",112,5779
"DGCR5",112,5780
"DHRS4L2",112,5781
"EDN3",112,5782
"EMP3",112,5783
"EPOR",112,5784
"FAM180A",112,5785
"FAM47E-STBD1",112,5786
"FAM83F",112,5787
"FMO4",112,5788
"FRZB",112,5789
"GAPDHS",112,5790
"GGT5",112,5791
"GIPC2",112,5792
"GNRH1",112,5793
"GPR162",112,5794
"HEPACAM",112,5795
"HIP1R",112,5796
"HVCN1",112,5797
"ICAM5",112,5798
"IQGAP3",112,5799
"IRX6",112,5800
"KIAA1755",112,5801
"KLHL31",112,5802
"KLK10",112,5803
"KLRB1",112,5804
"LAMC2",112,5805
"LGSN",112,5806
"LILRA2",112,5807
"LRP5",112,5808
"MAGEC1",112,5809
"MCTP1",112,5810
"MSH4",112,5811
"MT1A",112,5812
"NHSL2",112,5813
"NPAS1",112,5814
"NR1H3",112,5815
"OR11H2",112,5816
"OR3A2",112,5817
"OTUD7A",112,5818
"OVCH1",112,5819
"PAPSS2",112,5820
"PKDCC",112,5821
"PLCB1",112,5822
"PLEKHG3",112,5823
"PRCD",112,5824
"PRH2",112,5825
"PRKCB",112,5826
"PROCA1",112,5827
"PSG5",112,5828
"PTER",112,5829
"RAB39B",112,5830
"RAPGEF3",112,5831
"RASSF6",112,5832
"REP15",112,5833
"RERGL",112,5834
"RFESD",112,5835
"RFX8",112,5836
"RNF103-CHMP3",112,5837
"ROPN1B",112,5838
"RSAD2",112,5839
"SCN11A",112,5840
"SETD9",112,5841
"SLC1A1",112,5842
"SLC34A3",112,5843
"SLC7A14",112,5844
"SNORD105",112,5845
"SOBP",112,5846
"SPACA4",112,5847
"TARP",112,5848
"TDGF1",112,5849
"TEK",112,5850
"TGFBI",112,5851
"TMEM183A",112,5852
"TMEM26",112,5853
"TMPRSS11A",112,5854
"TMPRSS9",112,5855
"TMTC2",112,5856
"TNFRSF19",112,5857
"TRAF3IP2-AS1",112,5858
"TRAM2",112,5859
"TRDN",112,5860
"TRPV2",112,5861
"TTBK1",112,5862
"TTLL10",112,5863
"UGT1A4",112,5864
"VAX2",112,5865
"YPEL2",112,5866
"YPEL4",112,5867
"ZCCHC24",112,5868
"ZFP2",112,5869
"ZNF467",112,5870
"ZNF81",112,5871
"ABCA3",111,5872
"ACSS3",111,5873
"ADAM20",111,5874
"ADAM33",111,5875
"ADAMTS19",111,5876
"ADORA1",111,5877
"ADRA2B",111,5878
"AGRP",111,5879
"ANO7",111,5880
"ANXA4",111,5881
"APOBEC3A",111,5882
"APOC1",111,5883
"ARHGEF40",111,5884
"ARL4A",111,5885
"ASPM",111,5886
"ATP2B3",111,5887
"BICC1",111,5888
"C1QTNF9",111,5889
"C22orf39",111,5890
"C2orf16",111,5891
"C7orf57",111,5892
"CBX6",111,5893
"CCDC110",111,5894
"CD58",111,5895
"CDKL4",111,5896
"CDKN2D",111,5897
"CDX1",111,5898
"CRB2",111,5899
"CRHR2",111,5900
"CXorf65",111,5901
"DEXI",111,5902
"DGKA",111,5903
"DLK2",111,5904
"DSCAM",111,5905
"DUSP4",111,5906
"EFNB2",111,5907
"ENO2",111,5908
"ENO3",111,5909
"FAM53A",111,5910
"FAM78B",111,5911
"FCAR",111,5912
"FEN1",111,5913
"FGD3",111,5914
"FGFBP2",111,5915
"FHOD3",111,5916
"GDF5",111,5917
"GIMAP7",111,5918
"GIMAP8",111,5919
"GLIPR1L1",111,5920
"GP1BA",111,5921
"GPNMB",111,5922
"GPR87",111,5923
"HAAO",111,5924
"HGFAC",111,5925
"IL11",111,5926
"IL1RN",111,5927
"ITM2A",111,5928
"ITPR2",111,5929
"KCNK1",111,5930
"KLHDC7B",111,5931
"KLRG2",111,5932
"KRT222",111,5933
"LAYN",111,5934
"LEP",111,5935
"LGALS12",111,5936
"LMOD2",111,5937
"LSM11",111,5938
"MBOAT4",111,5939
"MC1R",111,5940
"MEFV",111,5941
"MEIS2",111,5942
"MIR135A1",111,5943
"MOGAT3",111,5944
"MPO",111,5945
"MPP4",111,5946
"MTRNR2L6",111,5947
"MYOC",111,5948
"NCALD",111,5949
"NFIX",111,5950
"NIPSNAP3B",111,5951
"NPR2",111,5952
"NUAK2",111,5953
"PABPC1L",111,5954
"PARS2",111,5955
"PCDHGC4",111,5956
"PDE4A",111,5957
"PDLIM4",111,5958
"PFN4",111,5959
"PI16",111,5960
"PKIB",111,5961
"PLCD1",111,5962
"PPM1L",111,5963
"PPP1R32",111,5964
"PPP2R2C",111,5965
"PPP2R3A",111,5966
"PREX2",111,5967
"PRICKLE4",111,5968
"PRKG1",111,5969
"PROC",111,5970
"PRRX1",111,5971
"PRSS1",111,5972
"PSG6",111,5973
"RAB38",111,5974
"RAC2",111,5975
"REG3A",111,5976
"RGS13",111,5977
"RGS9",111,5978
"RHOBTB1",111,5979
"RIPK3",111,5980
"S1PR3",111,5981
"S1PR4",111,5982
"SERAC1",111,5983
"SFR1",111,5984
"SGPP1",111,5985
"SGTB",111,5986
"SH3BGR",111,5987
"SLC16A13",111,5988
"SLC25A15",111,5989
"SLC25A30",111,5990
"SLC38A5",111,5991
"SLC6A16",111,5992
"SLCO2B1",111,5993
"SNHG7",111,5994
"SNTG1",111,5995
"SORL1",111,5996
"SOX4",111,5997
"SPTA1",111,5998
"ST7-OT4",111,5999
"STK33",111,6000
"SYT16",111,6001
"TAGAP",111,6002
"TAS2R43",111,6003
"TCF7L1",111,6004
"TESC",111,6005
"TLR1",111,6006
"TM6SF2",111,6007
"TMC7",111,6008
"TMEM217",111,6009
"TMEM232",111,6010
"TMEM240",111,6011
"TRADD",111,6012
"UBE2QL1",111,6013
"UPP1",111,6014
"VANGL2",111,6015
"VCX2",111,6016
"ZDHHC14",111,6017
"ZNF169",111,6018
"ZNF19",111,6019
"ZNF444",111,6020
"ZNF660",111,6021
"ABCA17P",110,6022
"ACOT7",110,6023
"ACTA2",110,6024
"ADAMTS5",110,6025
"AKAP5",110,6026
"APOBEC3C",110,6027
"APOBEC3D",110,6028
"ARMC12",110,6029
"ARRB1",110,6030
"ATF3",110,6031
"ATP7B",110,6032
"BCAS1",110,6033
"BCL2L15",110,6034
"BST1",110,6035
"BTBD18",110,6036
"C16orf74",110,6037
"C1QL3",110,6038
"C22orf23",110,6039
"C5",110,6040
"CADM2",110,6041
"CCL24",110,6042
"CD101",110,6043
"CFI",110,6044
"CFLAR-AS1",110,6045
"CSMD1",110,6046
"CXXC5",110,6047
"DCN",110,6048
"DENND2A",110,6049
"DUOXA2",110,6050
"ELOVL6",110,6051
"EMB",110,6052
"EPS8L2",110,6053
"ETV4",110,6054
"FAM124A",110,6055
"FAM83G",110,6056
"FBXO32",110,6057
"FIGNL2",110,6058
"FNDC4",110,6059
"FOLR3",110,6060
"FOXN1",110,6061
"FRRS1",110,6062
"FXYD4",110,6063
"FZD5",110,6064
"GALNT13",110,6065
"GFRA3",110,6066
"GLDN",110,6067
"GNG2",110,6068
"GRIN3B",110,6069
"GXYLT2",110,6070
"HAS1",110,6071
"HOMER3",110,6072
"HSPB6",110,6073
"ICOS",110,6074
"INCA1",110,6075
"IRS1",110,6076
"ISL2",110,6077
"ITGAE",110,6078
"KCNMB2",110,6079
"KIAA1549",110,6080
"KIFC1",110,6081
"KRTAP5-10",110,6082
"LAIR1",110,6083
"LANCL3",110,6084
"LBH",110,6085
"LDHAL6A",110,6086
"LDLRAD3",110,6087
"LIN52",110,6088
"LINC00115",110,6089
"LOC100287042",110,6090
"LRFN4",110,6091
"LRR1",110,6092
"LRRC31",110,6093
"LY6G6D",110,6094
"LY96",110,6095
"MAD2L1",110,6096
"MAEL",110,6097
"MAGED4B",110,6098
"MCAM",110,6099
"MET",110,6100
"MGMT",110,6101
"MIPOL1",110,6102
"MPL",110,6103
"MS4A6E",110,6104
"MZT1",110,6105
"NETO1",110,6106
"NFIA",110,6107
"NR4A2",110,6108
"NRTN",110,6109
"NTHL1",110,6110
"NUDT17",110,6111
"NYAP1",110,6112
"PAG1",110,6113
"PARVG",110,6114
"PC",110,6115
"PCDHGA5",110,6116
"PDE6A",110,6117
"PDZD3",110,6118
"PLGLB1",110,6119
"PPP1R13L",110,6120
"PRELP",110,6121
"PTPRH",110,6122
"PYGO1",110,6123
"RAB39A",110,6124
"RAD51",110,6125
"RASEF",110,6126
"RASL11B",110,6127
"RBM43",110,6128
"RGS6",110,6129
"RNF144A",110,6130
"RTEL1",110,6131
"RUNX2",110,6132
"SAA4",110,6133
"SCN7A",110,6134
"SEMA4G",110,6135
"SHD",110,6136
"SLC4A5",110,6137
"SPON2",110,6138
"SRSF12",110,6139
"SYDE1",110,6140
"SYNDIG1",110,6141
"SYNPO2",110,6142
"SYS1-DBNDD2",110,6143
"TDRD10",110,6144
"TEAD3",110,6145
"TMEM132A",110,6146
"TNFRSF10C",110,6147
"TPRXL",110,6148
"TUBB3",110,6149
"UBASH3B",110,6150
"VEGFC",110,6151
"VWA3A",110,6152
"WIF1",110,6153
"WNT10B",110,6154
"WSCD2",110,6155
"ZNF233",110,6156
"ZNF716",110,6157
"ZSWIM5",110,6158
"ABCC3",109,6159
"ABCC6P2",109,6160
"ACYP1",109,6161
"ADORA2B",109,6162
"ARSK",109,6163
"B4GALT6",109,6164
"BCL6B",109,6165
"BDKRB2",109,6166
"C16orf95",109,6167
"C1orf74",109,6168
"C2CD4A",109,6169
"CACNB4",109,6170
"CAMP",109,6171
"CAPN14",109,6172
"CARHSP1",109,6173
"CCDC122",109,6174
"CCDC15",109,6175
"CCRL2",109,6176
"CD36",109,6177
"CD40LG",109,6178
"CD46",109,6179
"CD48",109,6180
"CDC42EP2",109,6181
"CDKL2",109,6182
"CDKN2C",109,6183
"CEBPG",109,6184
"CHST15",109,6185
"CLDN12",109,6186
"COL18A1",109,6187
"COL6A1",109,6188
"CTAG2",109,6189
"CTSK",109,6190
"CXCL2",109,6191
"CYP4F11",109,6192
"CYP4Z1",109,6193
"DAPP1",109,6194
"DCDC1",109,6195
"DGKQ",109,6196
"DNAJB13",109,6197
"DNASE2B",109,6198
"EGF",109,6199
"EGLN2",109,6200
"ESCO2",109,6201
"FGFR1",109,6202
"FRMD3",109,6203
"FUT4",109,6204
"GALE",109,6205
"GAS6",109,6206
"GATM",109,6207
"GINS4",109,6208
"GLYAT",109,6209
"GNA15",109,6210
"GNAO1",109,6211
"GPT2",109,6212
"HEY1",109,6213
"HSPB8",109,6214
"HYLS1",109,6215
"IFIT1",109,6216
"INS-IGF2",109,6217
"IPCEF1",109,6218
"ITPKB",109,6219
"KCNA7",109,6220
"KCNE2",109,6221
"KCNH6",109,6222
"KCNQ1OT1",109,6223
"KHDC1",109,6224
"LAMTOR3",109,6225
"LCA5",109,6226
"LCN12",109,6227
"LINGO1",109,6228
"LINGO3",109,6229
"LPAR3",109,6230
"LYPD6",109,6231
"MAMDC2",109,6232
"MAPK8IP1",109,6233
"MBP",109,6234
"MCF2L",109,6235
"MEGF6",109,6236
"MLANA",109,6237
"NAV2",109,6238
"NCS1",109,6239
"NEAT1",109,6240
"NEIL3",109,6241
"NHS",109,6242
"NKAPL",109,6243
"NPW",109,6244
"NRAP",109,6245
"NRM",109,6246
"NXN",109,6247
"OCLN",109,6248
"PANK1",109,6249
"PCDHGA7",109,6250
"PCTP",109,6251
"PDE3B",109,6252
"PLBD1",109,6253
"PLCXD1",109,6254
"PLD6",109,6255
"PLEKHG1",109,6256
"PNPLA1",109,6257
"PPP1R3G",109,6258
"PPP2R2B",109,6259
"PRR11",109,6260
"PTPRO",109,6261
"RAB3IL1",109,6262
"RAB3IP",109,6263
"RASGEF1A",109,6264
"RBM44",109,6265
"RECQL4",109,6266
"RGS7BP",109,6267
"RORC",109,6268
"SERINC4",109,6269
"SIRPG",109,6270
"SLC25A4",109,6271
"SLC44A5",109,6272
"SLC5A4",109,6273
"SLC7A5",109,6274
"SMAGP",109,6275
"SNORD115-18",109,6276
"SOWAHD",109,6277
"SOX13",109,6278
"SOX8",109,6279
"SP140",109,6280
"SPATA25",109,6281
"SPDYE3",109,6282
"SSPO",109,6283
"SULF2",109,6284
"TDRKH",109,6285
"TEF",109,6286
"TEKT3",109,6287
"TLR2",109,6288
"TMEM171",109,6289
"TMEM182",109,6290
"TNFAIP8L1",109,6291
"TNNI3",109,6292
"TPK1",109,6293
"TREX2",109,6294
"TSPO2",109,6295
"TTC23L",109,6296
"TTLL1",109,6297
"TUBA1A",109,6298
"USP18",109,6299
"WASF3",109,6300
"ZNF280B",109,6301
"ZNF516",109,6302
"ZSCAN5A",109,6303
"ABT1",108,6304
"ADARB2",108,6305
"AJUBA",108,6306
"ANKRD24",108,6307
"ANLN",108,6308
"AP1S3",108,6309
"APOA2",108,6310
"APOBEC2",108,6311
"ARHGAP44",108,6312
"ARL10",108,6313
"ARMC3",108,6314
"B3GALT4",108,6315
"B4GALNT2",108,6316
"B9D1",108,6317
"BAD",108,6318
"C17orf100",108,6319
"C17orf107",108,6320
"C17orf82",108,6321
"C20orf144",108,6322
"CAPG",108,6323
"CASP12",108,6324
"CASQ2",108,6325
"CCDC169",108,6326
"CCDC71L",108,6327
"CERKL",108,6328
"CFB",108,6329
"CLCA4",108,6330
"CLINT1",108,6331
"CNTNAP1",108,6332
"CPNE9",108,6333
"CSF2",108,6334
"CXCL1",108,6335
"CXorf21",108,6336
"CYP8B1",108,6337
"DACT2",108,6338
"DLL4",108,6339
"DNASE1",108,6340
"ECM2",108,6341
"EDAR",108,6342
"FAM210B",108,6343
"FCN1",108,6344
"FOXH1",108,6345
"FSD2",108,6346
"GADD45A",108,6347
"GFPT2",108,6348
"GGTLC2",108,6349
"GPSM1",108,6350
"GTF2IP1",108,6351
"HCK",108,6352
"HES4",108,6353
"HOXA2",108,6354
"HTRA1",108,6355
"IDI2",108,6356
"IER2",108,6357
"IGIP",108,6358
"ISYNA1",108,6359
"JAM3",108,6360
"KCND1",108,6361
"KCNK10",108,6362
"KCNQ1",108,6363
"KLF16",108,6364
"KLK14",108,6365
"KRTAP5-1",108,6366
"LAIR2",108,6367
"LARP6",108,6368
"LCORL",108,6369
"LEFTY2",108,6370
"LEKR1",108,6371
"LGR4",108,6372
"LHB",108,6373
"LIPG",108,6374
"LRFN3",108,6375
"LYPD6B",108,6376
"MARK1",108,6377
"MCM10",108,6378
"MED30",108,6379
"MIR548I2",108,6380
"MYO18B",108,6381
"NCR1",108,6382
"NDN",108,6383
"NRG2",108,6384
"ONECUT1",108,6385
"OSBPL5",108,6386
"PCDHGC5",108,6387
"PCOLCE",108,6388
"PCP4",108,6389
"PDE1B",108,6390
"PEX11G",108,6391
"PID1",108,6392
"PIM1",108,6393
"PLVAP",108,6394
"PRSS48",108,6395
"PSD2",108,6396
"PSG1",108,6397
"PXMP4",108,6398
"RAET1E",108,6399
"RAPGEFL1",108,6400
"RBP2",108,6401
"RDH13",108,6402
"RELB",108,6403
"RGPD1",108,6404
"RGS17",108,6405
"RMI2",108,6406
"RNF112",108,6407
"RNF183",108,6408
"SCARNA21",108,6409
"SCARNA3",108,6410
"SH3TC2",108,6411
"SLC12A5",108,6412
"SLC30A4",108,6413
"SLFN12L",108,6414
"SOSTDC1",108,6415
"SPANXC",108,6416
"SSC5D",108,6417
"ST3GAL5",108,6418
"STEAP1B",108,6419
"STMN4",108,6420
"SVIP",108,6421
"TAS1R1",108,6422
"TMEM126A",108,6423
"TMEM44",108,6424
"TMOD2",108,6425
"TTC16",108,6426
"TUBA8",108,6427
"UCHL1",108,6428
"WNK2",108,6429
"ZBTB16",108,6430
"ZBTB20",108,6431
"ZCWPW2",108,6432
"ZNF20",108,6433
"ZNF534",108,6434
"ZNF559-ZNF177",108,6435
"ZNF582",108,6436
"ZNF618",108,6437
"ZNF846",108,6438
"ACOXL",107,6439
"ADCY10",107,6440
"ADPRHL1",107,6441
"AFAP1L2",107,6442
"ALKBH6",107,6443
"ALPI",107,6444
"ANK1",107,6445
"ARHGAP23",107,6446
"ARPC4-TTLL3",107,6447
"ARVCF",107,6448
"ATP6AP1L",107,6449
"C2orf74",107,6450
"CAMKK1",107,6451
"CAV2",107,6452
"CCT6B",107,6453
"CD33",107,6454
"CDH3",107,6455
"CDRT4",107,6456
"CFHR1",107,6457
"CHPF",107,6458
"CNTF",107,6459
"CTNNBIP1",107,6460
"CYGB",107,6461
"DEFA5",107,6462
"DERL3",107,6463
"DGKI",107,6464
"DNAJC18",107,6465
"DOK2",107,6466
"EIF4EBP1",107,6467
"EMBP1",107,6468
"EMILIN2",107,6469
"EOMES",107,6470
"EPHA2",107,6471
"ETV7",107,6472
"EYA4",107,6473
"FAM133A",107,6474
"FAM83H",107,6475
"FBXO15",107,6476
"FCER1G",107,6477
"FLT3LG",107,6478
"FOXD4L4",107,6479
"FPGT-TNNI3K",107,6480
"FSIP1",107,6481
"FUT5",107,6482
"GNG3",107,6483
"GOLGA6C",107,6484
"GPR63",107,6485
"GYS2",107,6486
"HSPB2",107,6487
"HYDIN",107,6488
"IGF1",107,6489
"INA",107,6490
"ISM1",107,6491
"ITGA9",107,6492
"KCNJ16",107,6493
"KHDRBS3",107,6494
"KIRREL2",107,6495
"KLK4",107,6496
"KLK7",107,6497
"LHX4",107,6498
"LHX6",107,6499
"LMO4",107,6500
"LOC401127",107,6501
"LOC441666",107,6502
"LPCAT2",107,6503
"LRRC66",107,6504
"LRRTM2",107,6505
"LZTS1",107,6506
"MAPK12",107,6507
"MND1",107,6508
"MPP2",107,6509
"MYL2",107,6510
"NDUFAF4",107,6511
"NRP2",107,6512
"NUDT6",107,6513
"NUP62CL",107,6514
"PCDHGA4",107,6515
"PDE5A",107,6516
"PHKG2",107,6517
"PLA2G15",107,6518
"PLA2G4C",107,6519
"PLK1",107,6520
"PLXNA4",107,6521
"PP7080",107,6522
"PPP1R14C",107,6523
"PPP1R16A",107,6524
"PRSS22",107,6525
"PSD3",107,6526
"PSG9",107,6527
"PTGDR",107,6528
"PTPRD",107,6529
"PYROXD2",107,6530
"PZP",107,6531
"RAD51AP1",107,6532
"RAD54L",107,6533
"RAG1",107,6534
"RGS19",107,6535
"RGS5",107,6536
"RND1",107,6537
"RNF122",107,6538
"RNF39",107,6539
"SCARNA14",107,6540
"SCN3B",107,6541
"SCTR",107,6542
"SEMA3B",107,6543
"SH3BP1",107,6544
"SLAMF9",107,6545
"SLC16A14",107,6546
"SLC16A3",107,6547
"SLC17A3",107,6548
"SLC26A2",107,6549
"SLC5A10",107,6550
"SNX16",107,6551
"SNX32",107,6552
"SORBS2",107,6553
"SPRYD4",107,6554
"SRRM3",107,6555
"STAT4",107,6556
"TACC2",107,6557
"TCN2",107,6558
"TCP11",107,6559
"TEX14",107,6560
"THEM4",107,6561
"THY1",107,6562
"TIE1",107,6563
"TMEM177",107,6564
"TMEM80",107,6565
"TNFSF8",107,6566
"TP53I11",107,6567
"TPI1P2",107,6568
"TRPC6",107,6569
"UNC45B",107,6570
"UPK3A",107,6571
"VPS37D",107,6572
"VWCE",107,6573
"ZFPM1",107,6574
"ZG16B",107,6575
"ABCA13",106,6576
"ABHD12B",106,6577
"ABHD6",106,6578
"ACSF2",106,6579
"ADA",106,6580
"ADAMTS14",106,6581
"ADPRHL2",106,6582
"AGBL3",106,6583
"ALDH5A1",106,6584
"ALOX5AP",106,6585
"AMACR",106,6586
"ANKH",106,6587
"ANP32C",106,6588
"ASAH2",106,6589
"ATP13A5",106,6590
"AURKA",106,6591
"C5orf63",106,6592
"C6orf223",106,6593
"CABLES2",106,6594
"CARD9",106,6595
"CERS1",106,6596
"CHRNA6",106,6597
"CHST1",106,6598
"CLSTN3",106,6599
"CMTM1",106,6600
"COBLL1",106,6601
"COL4A3",106,6602
"COL6A5",106,6603
"CRYBA2",106,6604
"CRYBB2",106,6605
"CYP11A1",106,6606
"CYTIP",106,6607
"DDR1",106,6608
"DLX6",106,6609
"DTL",106,6610
"EFCAB5",106,6611
"EFNA2",106,6612
"EGR3",106,6613
"EHD3",106,6614
"ESRRG",106,6615
"EXOC3L1",106,6616
"FBXL16",106,6617
"FBXO43",106,6618
"FBXW4P1",106,6619
"FIGN",106,6620
"FOSB",106,6621
"GRIA3",106,6622
"HARBI1",106,6623
"HIC2",106,6624
"HLA-DQB1",106,6625
"HMGA1",106,6626
"HOXC11",106,6627
"IDUA",106,6628
"IGFBP5",106,6629
"IL1RAP",106,6630
